id,Label,Easting,Northing,Reflectance,Band,Wavelength,Date,Projection
430,a11,409256.2182,4129435.83,133,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
431,a12,411772.4814,4126220.605,88,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
432,a13,428267.9841,4124543.096,151,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
433,a14,423654.835,4128736.868,142,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
434,a15,421697.7415,4183535.487,120,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
435,a16,412191.8585,4191503.653,150,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
436,a17,442247.2236,4190105.729,135,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
437,a18,415546.876,4173470.434,107,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
438,a19,463915.045,4142436.522,106,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
439,a20,477195.3225,4140060.052,87,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
440,a21,458323.3491,4136285.657,95,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
441,a22,386889.4349,4158372.856,87,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
442,a23,465732.3461,4195697.425,112,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
443,a24,463635.4602,4185352.788,116,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
444,a25,430504.6624,4196116.802,126,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
445,a26,490755.1849,4160329.949,90,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
446,a27,494809.1644,4178223.376,126,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
447,a28,465592.5537,4155856.592,115,B2,0.482,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
448,a1,400728.8821,4176965.244,111,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
449,a2,397513.657,4184514.034,107,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
450,a3,429526.1156,4153480.122,111,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
451,a4,442247.2236,4165362.475,138,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
452,a5,469646.5332,4184514.034,120,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
453,a6,487120.5826,4148447.596,80,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
454,a7,448817.4662,4139221.297,59,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
455,a8,449097.051,4155437.215,75,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
456,a9,424353.797,4165362.475,111,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
457,a10,403105.3528,4133909.186,95,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
458,a11,409256.2182,4129435.83,139,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
459,a12,411772.4814,4126220.605,90,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
460,a13,428267.9841,4124543.096,142,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
461,a14,423654.835,4128736.868,139,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
462,a15,421697.7415,4183535.487,114,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
463,a16,412191.8585,4191503.653,142,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
464,a17,442247.2236,4190105.729,137,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
465,a18,415546.876,4173470.434,107,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
466,a19,463915.045,4142436.522,105,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
467,a20,477195.3225,4140060.052,89,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
468,a21,458323.3491,4136285.657,95,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
469,a22,386889.4349,4158372.856,90,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
470,a23,465732.3461,4195697.425,111,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
471,a24,463635.4602,4185352.788,119,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
472,a25,430504.6624,4196116.802,124,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
473,a26,490755.1849,4160329.949,91,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
474,a27,494809.1644,4178223.376,125,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
475,a28,465592.5537,4155856.592,115,B3,0.5615,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
476,a1,400728.8821,4176965.244,106,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
477,a2,397513.657,4184514.034,104,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
478,a3,429526.1156,4153480.122,109,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
479,a4,442247.2236,4165362.475,136,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
480,a5,469646.5332,4184514.034,119,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
481,a6,487120.5826,4148447.596,88,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
482,a7,448817.4662,4139221.297,60,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
483,a8,449097.051,4155437.215,80,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
484,a9,424353.797,4165362.475,109,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
485,a10,403105.3528,4133909.186,92,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
486,a11,409256.2182,4129435.83,138,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
487,a12,411772.4814,4126220.605,89,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
488,a13,428267.9841,4124543.096,134,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
489,a14,423654.835,4128736.868,136,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
490,a15,421697.7415,4183535.487,112,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
491,a16,412191.8585,4191503.653,141,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
492,a17,442247.2236,4190105.729,133,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
493,a18,415546.876,4173470.434,106,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
494,a19,463915.045,4142436.522,102,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
495,a20,477195.3225,4140060.052,92,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
496,a21,458323.3491,4136285.657,92,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
497,a22,386889.4349,4158372.856,89,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
498,a23,465732.3461,4195697.425,107,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
499,a24,463635.4602,4185352.788,118,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
500,a25,430504.6624,4196116.802,120,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
501,a26,490755.1849,4160329.949,97,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
502,a27,494809.1644,4178223.376,128,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
503,a28,465592.5537,4155856.592,116,B4,0.6545000000000001,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
504,a1,400728.8821,4176965.244,101,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
505,a2,397513.657,4184514.034,100,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
506,a3,429526.1156,4153480.122,113,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
507,a4,442247.2236,4165362.475,129,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
508,a5,469646.5332,4184514.034,115,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
509,a6,487120.5826,4148447.596,85,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
510,a7,448817.4662,4139221.297,88,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
511,a8,449097.051,4155437.215,91,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
512,a9,424353.797,4165362.475,108,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
513,a10,403105.3528,4133909.186,95,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
514,a11,409256.2182,4129435.83,140,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
515,a12,411772.4814,4126220.605,94,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
516,a13,428267.9841,4124543.096,123,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
517,a14,423654.835,4128736.868,127,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
518,a15,421697.7415,4183535.487,109,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
519,a16,412191.8585,4191503.653,132,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
520,a17,442247.2236,4190105.729,123,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
521,a18,415546.876,4173470.434,110,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
522,a19,463915.045,4142436.522,97,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
523,a20,477195.3225,4140060.052,87,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
524,a21,458323.3491,4136285.657,89,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
525,a22,386889.4349,4158372.856,97,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
526,a23,465732.3461,4195697.425,95,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
527,a24,463635.4602,4185352.788,110,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
528,a25,430504.6624,4196116.802,109,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
529,a26,490755.1849,4160329.949,93,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
530,a27,494809.1644,4178223.376,130,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
531,a28,465592.5537,4155856.592,109,B5,0.865,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
532,a1,400728.8821,4176965.244,109,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
533,a2,397513.657,4184514.034,108,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
534,a3,429526.1156,4153480.122,111,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
535,a4,442247.2236,4165362.475,124,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
536,a5,469646.5332,4184514.034,123,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
537,a6,487120.5826,4148447.596,72,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
538,a7,448817.4662,4139221.297,81,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
539,a8,449097.051,4155437.215,90,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
540,a9,424353.797,4165362.475,104,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
541,a10,403105.3528,4133909.186,101,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
542,a11,409256.2182,4129435.83,154,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
543,a12,411772.4814,4126220.605,95,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
544,a13,428267.9841,4124543.096,125,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
545,a14,423654.835,4128736.868,131,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
546,a15,421697.7415,4183535.487,107,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
547,a16,412191.8585,4191503.653,120,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
548,a17,442247.2236,4190105.729,136,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
549,a18,415546.876,4173470.434,95,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
550,a19,463915.045,4142436.522,102,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
551,a20,477195.3225,4140060.052,98,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
552,a21,458323.3491,4136285.657,94,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
553,a22,386889.4349,4158372.856,108,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
554,a23,465732.3461,4195697.425,88,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
555,a24,463635.4602,4185352.788,127,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
556,a25,430504.6624,4196116.802,128,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
557,a26,490755.1849,4160329.949,98,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
558,a27,494809.1644,4178223.376,132,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
559,a28,465592.5537,4155856.592,110,B6,1.6085,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
560,a1,400728.8821,4176965.244,124,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
561,a2,397513.657,4184514.034,116,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
562,a3,429526.1156,4153480.122,108,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
563,a4,442247.2236,4165362.475,125,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
564,a5,469646.5332,4184514.034,126,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
565,a6,487120.5826,4148447.596,75,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
566,a7,448817.4662,4139221.297,71,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
567,a8,449097.051,4155437.215,86,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
568,a9,424353.797,4165362.475,100,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
569,a10,403105.3528,4133909.186,101,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
570,a11,409256.2182,4129435.83,164,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
571,a12,411772.4814,4126220.605,94,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
572,a13,428267.9841,4124543.096,138,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
573,a14,423654.835,4128736.868,142,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
574,a15,421697.7415,4183535.487,108,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
575,a16,412191.8585,4191503.653,118,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
576,a17,442247.2236,4190105.729,134,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
577,a18,415546.876,4173470.434,90,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
578,a19,463915.045,4142436.522,106,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
579,a20,477195.3225,4140060.052,101,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
580,a21,458323.3491,4136285.657,99,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
581,a22,386889.4349,4158372.856,112,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
582,a23,465732.3461,4195697.425,82,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
583,a24,463635.4602,4185352.788,130,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
584,a25,430504.6624,4196116.802,126,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
585,a26,490755.1849,4160329.949,103,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
586,a27,494809.1644,4178223.376,124,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
587,a28,465592.5537,4155856.592,111,B7,2.2005,2015-06-20,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
588,a1,400728.8821,4176965.244,114,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
589,a2,397513.657,4184514.034,106,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
590,a3,429526.1156,4153480.122,122,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
591,a4,442247.2236,4165362.475,153,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
592,a5,469646.5332,4184514.034,112,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
593,a6,487120.5826,4148447.596,86,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
594,a7,448817.4662,4139221.297,40,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
595,a8,449097.051,4155437.215,73,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
596,a9,424353.797,4165362.475,115,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
597,a10,403105.3528,4133909.186,80,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
598,a11,409256.2182,4129435.83,142,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
599,a12,411772.4814,4126220.605,110,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
600,a13,428267.9841,4124543.096,184,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
601,a14,423654.835,4128736.868,151,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
602,a15,421697.7415,4183535.487,119,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
603,a16,412191.8585,4191503.653,158,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
604,a17,442247.2236,4190105.729,144,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
605,a18,415546.876,4173470.434,123,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
606,a19,463915.045,4142436.522,97,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
607,a20,477195.3225,4140060.052,91,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
608,a21,458323.3491,4136285.657,86,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
609,a22,386889.4349,4158372.856,91,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
610,a23,465732.3461,4195697.425,117,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
611,a24,463635.4602,4185352.788,118,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
612,a25,430504.6624,4196116.802,111,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
613,a26,490755.1849,4160329.949,94,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
614,a27,494809.1644,4178223.376,129,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
615,a28,465592.5537,4155856.592,119,B1,0.443,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
616,a1,400728.8821,4176965.244,115,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
617,a2,397513.657,4184514.034,107,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
618,a3,429526.1156,4153480.122,128,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
619,a4,442247.2236,4165362.475,155,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
620,a5,469646.5332,4184514.034,113,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
621,a6,487120.5826,4148447.596,79,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
622,a7,448817.4662,4139221.297,41,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
623,a8,449097.051,4155437.215,75,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
624,a9,424353.797,4165362.475,118,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
625,a10,403105.3528,4133909.186,80,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
626,a11,409256.2182,4129435.83,148,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
627,a12,411772.4814,4126220.605,114,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
628,a13,428267.9841,4124543.096,182,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
629,a14,423654.835,4128736.868,151,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
630,a15,421697.7415,4183535.487,119,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
631,a16,412191.8585,4191503.653,158,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
632,a17,442247.2236,4190105.729,145,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
633,a18,415546.876,4173470.434,127,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
634,a19,463915.045,4142436.522,97,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
635,a20,477195.3225,4140060.052,87,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
636,a21,458323.3491,4136285.657,87,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
637,a22,386889.4349,4158372.856,97,B2,0.482,2015-10-26,"+proj=utm +zone=11 +datum=WGS84 +units=m +no_defs "
