Latitude,Longitude,Name
37.54,-117.112,SS8T4I
37.357,-117.071,0580XW
37.579,-117.927,RL3RS2
37.797,-117.305,CI0KO8
37.074,-117.335,KXH2K6
37.736,-118.152,OFI1W0
37.431,-117.048,UJA9YO
37.087,-117.289,AVOAUA
37.418,-117.674,IUAXW5
38.004,-118.378,FU2MCR
37.122,-117.235,MFZA88
37.569,-117.147,VRGUMH
37.171,-117.093,MFKY60
37.265,-116.982,76HKCZ
37.48,-117.003,JRTA6T
37.949,-116.563,6MNGHT
37.17,-117.246,3AEPP1
37.335,-117.139,FN69Z5
37.581,-117.917,ZEU5MJ
37.811,-117.351,NF7XWK
37.179,-117.22,ZT8BPU
37.175,-117.195,JRZEJZ
37.191,-117.138,A46E51
37.54,-117.128,2AENLN
37.265,-117.951,XQWWDN
37.322,-117.186,Y3MG7E
37.15,-116.856,MS5EMK
37.6,-117.663,VJCPNZ
37.202,-116.788,KK23V7
37.762,-118.414,5IZOC7
37.05,-116.885,AOC4FA
37.753,-116.665,ZK6HQY
37.799,-118.112,EEN53N
37.748,-116.673,P0V5T1
37.92,-116.608,D43118
37.843,-116.966,RZOL03
37.573,-117.156,WVRPPL
37.164,-116.857,1XRFVK
37.324,-117.013,0BRHI6
37.343,-117.034,KGEV09
37.649,-117.551,UZN6DV
37.156,-116.883,D2CUNN
37.161,-117.155,IJGNBB
37.674,-117.019,LWEVSN
37.231,-117.188,IUU75R
37.178,-117.218,B119YA
37.427,-117.794,AUH2DW
37.163,-117.117,6DRA7G
37.348,-117.084,K36QEQ
37.072,-117.244,96RSMO
37.827,-116.777,FPWBHV
37.633,-116.867,PIHBY9
37.741,-117.38,LZAH4R
37.42,-117.128,K2RPGS
37.331,-117.149,Q89CR6
37.316,-117.075,RW6KUE
37.679,-116.949,GH9SJ3
37.364,-116.876,5QEB7H
37.467,-117.173,HPOU0X
37.333,-117.042,VU0RU7
37.74,-118.144,7CZ3M5
37.797,-118.428,8X7BIS
37.158,-116.738,CM9YU6
37.152,-116.798,6WC4RO
37.66,-117.062,F8XXJE
37.629,-117.065,Q6DESV
37.348,-117.069,9NKBGK
37.612,-117.563,WBSF1H
37.099,-117.298,ZAKTST
37.2,-116.823,8INPD4
37.2,-116.954,JAEUOP
37.673,-116.931,GRTZAL
37.227,-117.149,OV4J8V
37.658,-117.333,Q69KQW
37.774,-117.085,A3ES3M
37.582,-116.854,152JHH
37.135,-116.663,W0DHVG
37.293,-117.014,MD8YOP
37.72,-117.025,6DYUAF
37.329,-117.136,G529P8
37.75,-116.633,JAF0S7
37.813,-117.134,GAHRZK
37.467,-116.957,2UFZ2I
37.636,-116.685,6WXFOC
37.157,-116.881,U3ZTYF
37.633,-117.144,A5Y1II
37.344,-117.087,HN6DMV
37.725,-117.052,5QT408
37.695,-116.626,ASJT4H
37.336,-117.123,LNZ0SK
37.757,-117.415,SOVJX0
37.12,-117.204,G0UJ6Y
37.739,-116.673,WH5A1B
37.209,-117.273,AB9KG7
37.441,-117.113,297UYW
37.763,-116.785,O7V3NU
37.176,-117.077,9XA061
37.334,-117.045,NF6KJE
37.132,-117.177,PTOT9Q
37.583,-116.838,7JE57T
37.343,-117.042,H5TEND
37.251,-117.075,5L6VL8
37.613,-117.166,AXJSE5
37.898,-117.119,00SCL3
37.073,-116.892,N3INSK
37.4,-117.162,D0688L
37.211,-116.802,O7M9PI
37.348,-117.127,KD7W7R
37.12,-116.772,R0056T
37.666,-116.872,ZI1L0O
37.833,-116.97,9HKEF9
37.133,-116.644,4G0P3G
37.054,-116.759,A8MN93
37.67,-117.013,4LEMGH
37.101,-117.309,1LL9PJ
37.447,-117.104,MJJ5EF
37.917,-116.592,BG2708
37.434,-117.888,AKPZQM
